Province_State,Country_Region,Lat,Long_
Texas,US,29.34967888,-100.4186638
Texas,US,27.42435506,-97.69894948
Texas,US,33.60519951,-99.7422906
Texas,US,28.34453111,-99.09908775
Texas,US,34.06859623,-102.3516289
Texas,US,31.19531316,-98.24206613
Texas,US,30.31120597,-96.97045773
Texas,US,31.29872538,-95.9936328
Texas,US,31.5454767,-96.58095444
Texas,US,36.27783108,-100.2733151
Texas,US,28.35101362,-98.1246786
Texas,US,30.70645047,-98.68475262
Texas,US,31.84947612,-103.5818571
Texas,US,33.17657705,-101.8162849
Texas,US,30.96694679,-95.93003775
Texas,US,32.79868409,-94.3566123
Texas,US,32.30600051,-101.9513518
Texas,US,30.71780434,-99.22629416
Texas,US,28.7429195,-100.3157686
Texas,US,31.1925468,-99.34682807
Texas,US,28.35251708,-98.56769164
Texas,US,30.88990665,-99.8204794
Texas,US,31.49557106,-98.59272068
Texas,US,32.30623474,-100.9212058
Texas,US,33.67521893,-97.72500958
Texas,US,35.83769242,-101.8930281
Texas,US,33.11304005,-94.73255695
Texas,US,34.07408766,-100.779722
Texas,US,31.62017125,-94.61803994
Texas,US,32.04620681,-96.47428766
Texas,US,30.78548982,-93.74408813
Texas,US,32.30365282,-100.4060208
Texas,US,36.27829105,-100.8158184
Texas,US,30.11879481,-93.89412775
Texas,US,32.75310985,-98.31319001
Texas,US,32.163959600000005,-94.30552481
Texas,US,32.77757172,-97.80500621
Texas,US,34.52993409,-102.7844668
Texas,US,30.78097267,-102.7241261
Texas,US,30.79472531,-94.8276624
Texas,US,35.40133773,-101.893964
Texas,US,29.99954402,-104.2408079
Texas,US,32.87109387,-95.79232691
Texas,US,31.36607041,-101.5232659
Texas,US,29.83321503,-99.82018052
Texas,US,33.61886692,-95.04841765
Texas,US,31.32323325,-103.6903896
Texas,US,28.3238976,-97.15766311
Texas,US,35.83809685,-100.813175
Texas,US,31.02539637,-96.51272246
Texas,US,32.89779518,-96.40771592
Texas,US,31.8314342,-99.97616148
Texas,US,31.34318809,-93.85440451
Texas,US,31.39457611,-94.17000399
Texas,US,30.57933681,-95.16260304
Texas,US,28.00880118,-97.51763891
Texas,US,31.1577796,-98.81758731
Texas,US,30.89740592,-100.5384842
Texas,US,32.74613808,-100.9162664
Texas,US,32.73587756,-99.35401337
Texas,US,31.79211404,-94.14550696
Texas,US,36.27751473,-101.8933156
Texas,US,32.22236802,-97.77403489
Texas,US,26.56150059,-98.73892358
Texas,US,32.73553157,-98.83631615
Texas,US,31.82781912,-101.0500746
Texas,US,33.17906744,-100.2538401
Texas,US,30.49856623,-100.5382014
Texas,US,34.53028891,-101.7349174
Texas,US,32.30163422,-99.89007449
Texas,US,30.22429013,-102.0766732
Texas,US,33.17402785,-102.3354521
Texas,US,33.17751417,-99.21226795
Texas,US,33.21339719,-94.96797273
Texas,US,31.40464436,-100.462443
Texas,US,31.0879489,-95.1367187
Texas,US,30.77031716,-94.37690895
Texas,US,31.36868194,-102.0423217
Texas,US,29.35739637,-99.76229172
Texas,US,29.89149232,-101.1525205
Texas,US,28.79780988,-96.96813006
Texas,US,30.01058447,-95.99011759
Texas,US,31.50999644,-103.0927909
Texas,US,30.21498498,-96.40946246
Texas,US,35.40114335,-100.2699514
Texas,US,34.07945812,-99.24178437
Texas,US,26.47411727,-97.61535848
Texas,US,29.1732598,-98.08693082
Texas,US,31.85008651,-103.0485163
Texas,US,33.21570665,-97.65460265
Texas,US,32.78722382,-95.38236368
Texas,US,33.17320212,-102.8276433
Texas,US,33.17659707,-98.68790885
Texas,US,27.00156391,-99.16987152
Texas,US,28.86617238,-99.76050829
Utah,US,38.35657051,-113.2342232
Utah,US,39.64834818,-110.5872512
Utah,US,40.88798265,-109.5121093
Utah,US,40.29772254,-110.425237
Utah,US,38.99617072,-110.7013958
Utah,US,37.85447192,-111.4418764
Utah,US,38.98103848,-109.5704487
Utah,US,37.85903620000001,-113.2897381
Utah,US,39.70208397,-112.7809245
Utah,US,37.28507306,-111.8861752
Utah,US,39.0729209,-113.1020328
Utah,US,41.08830262,-111.5727723
Utah,US,38.33815254,-112.1249591
Utah,US,41.63137678,-111.2445105
Utah,US,37.62762978,-109.80337140000002
Utah,US,39.37231946,-111.5758676
Utah,US,38.74837146,-111.8050275
Utah,US,40.12491499,-109.5174415
Utah,US,37.28003525,-113.504698
Utah,US,38.32335822,-110.9096801
Utah,US,41.27116049,-111.9145117
Vermont,US,44.46548598,-72.10314651
Vermont,US,44.72736416,-71.73579864
Vermont,US,44.7975824,-73.29679772
Vermont,US,44.60353043,-72.64356694
Vermont,US,44.82964024,-72.24562697
Virginia,US,37.78636074,-80.00222498
Virginia,US,37.34081025,-77.98584649
Virginia,US,37.37569884,-78.81340003
Virginia,US,38.16404586,-79.12461614
Virginia,US,38.05852573,-79.73912095
Virginia,US,37.13128068,-81.13599391
Virginia,US,36.6163024,-82.16359122
Virginia,US,36.76366949,-77.8593436
Virginia,US,37.26818323,-82.03749726
Virginia,US,37.57242268,-78.52518834
Virginia,US,37.73484642,-79.35296097
Virginia,US,37.20553386,-79.09678609
Virginia,US,38.02679129,-77.34901405
Virginia,US,36.73066666,-80.73455942
Virginia,US,37.01909701,-78.66314092
Virginia,US,36.67670048,-76.30545744
Virginia,US,39.11271747,-77.99199425
Virginia,US,37.26420587,-77.39609676
Virginia,US,37.7824656,-79.98631446
Virginia,US,37.48133648,-80.21072274
Virginia,US,37.51328851,-78.24398086
Virginia,US,37.12560977,-82.35124171
Virginia,US,37.07544585,-77.63451754
Virginia,US,36.69455571,-77.53406129
Virginia,US,37.93357639,-76.94230311
Virginia,US,38.85157547,-77.29779640000002
Virginia,US,38.88485255,-77.17560759
Virginia,US,38.73564842,-77.80647472
Virginia,US,36.9302126,-80.36738849
Virginia,US,36.6831435,-76.93859681
Virginia,US,39.20172582,-78.25974949
Virginia,US,38.2977863,-77.4922454
Virginia,US,36.66601852,-80.91703124
Virginia,US,37.31234791,-80.70636931
Virginia,US,36.65677234,-81.23215889
Virginia,US,38.29545894,-78.46525378
Virginia,US,36.67878901,-77.56351439
Virginia,US,36.76654925,-78.93512622
Virginia,US,37.03513786,-76.35879121
Virginia,US,36.68542395,-79.87634026
Virginia,US,38.35799465,-79.56124594
Virginia,US,37.29186313,-77.29754684
Virginia,US,37.71044922,-76.88689628
Virginia,US,38.26818502,-77.15852768
Virginia,US,37.70965316,-77.09384941
Virginia,US,37.71889653,-76.46400482
Virginia,US,37.78258621,-79.44262866
Virginia,US,36.94618528,-78.24133319
Virginia,US,37.40021399,-79.19888138
Virginia,US,38.41531222,-78.28220331
Virginia,US,38.7464321,-77.48509905
Virginia,US,38.77058531,-77.44399307
Virginia,US,36.68212094,-79.86352771
Virginia,US,37.44164146,-76.34098896
Virginia,US,37.63191998,-76.55064617
Virginia,US,37.17746986,-80.37868691
Virginia,US,37.78790447,-78.88498513
Virginia,US,37.50694406,-76.99828634
Virginia,US,37.34062933,-75.87751591
Virginia,US,37.89202088,-76.41949732
Virginia,US,36.93357076,-82.62750411
Virginia,US,37.1435975,-78.05065922
Virginia,US,38.24530219,-78.01560400000002
Virginia,US,38.61807452,-78.48797204
Virginia,US,36.6801638,-80.2865648
Virginia,US,37.20530399,-77.39368102
Virginia,US,36.81980341,-79.39731264
Virginia,US,37.14259351,-76.35798148
Virginia,US,36.85914825,-76.35971629
Virginia,US,37.55016038,-77.91267882
Virginia,US,37.18497668,-77.22922187
Virginia,US,37.06474963,-80.71229738
Virginia,US,37.12222899,-80.56027320000003
Virginia,US,38.68295619,-78.15826963
Virginia,US,37.53255773,-77.47966921
Virginia,US,37.26865804,-80.06396753
Virginia,US,37.27791025,-79.96189766
Virginia,US,36.93028320000001,-82.10095486
Virginia,US,37.2836193,-80.06219455
Virginia,US,36.71466456,-82.60171704
Virginia,US,38.85905135,-78.56813762
Virginia,US,36.84455636,-81.53344948
Virginia,US,36.72231125,-77.10642712
Virginia,US,38.15965544,-79.05979937
Virginia,US,37.11781893,-76.88450012
Virginia,US,36.92432914,-77.25791182
Virginia,US,37.12191123,-81.56685568
Virginia,US,38.90847745,-78.20280433
Virginia,US,36.72341572,-81.95666289
Virginia,US,38.06451466,-78.90293905
Virginia,US,38.11021557,-76.80213247
Virginia,US,39.17054517,-78.17325058
Virginia,US,36.9746148,-82.62410519
Virginia,US,36.91582035,-81.07834059
Washington,US,46.98299757,-118.5601734
Washington,US,46.18894415,-117.2022851
Washington,US,47.7361335,-119.692937
Washington,US,48.471143100000006,-118.5154041
Washington,US,48.54855019,-119.7387224
Washington,US,46.55418369,-123.7285716
Washington,US,48.53234021,-117.2741804
Washington,US,46.02408726,-121.9164403
Washington,US,46.29180039999999,-123.4250831
West Virginia,US,39.1307219,-80.00350858
West Virginia,US,39.46704621,-78.02414609
West Virginia,US,38.01974191,-81.69888019
West Virginia,US,38.70036159,-80.72011184
West Virginia,US,40.27367263,-80.57915332
West Virginia,US,38.42424062,-82.23855912
West Virginia,US,38.84315422,-81.11934872
West Virginia,US,38.46231092,-81.07652217
West Virginia,US,39.27057157,-80.70671527
West Virginia,US,38.02974928,-81.08286634
West Virginia,US,38.9251277,-80.85952723
West Virginia,US,39.10314817,-79.19440518
West Virginia,US,37.9463652,-80.45335881
West Virginia,US,39.32103553,-78.60826476
West Virginia,US,40.51943859,-80.57461608
West Virginia,US,39.00683177,-78.85855301
West Virginia,US,39.2853852,-80.37919577
West Virginia,US,38.9947249,-80.49988181
West Virginia,US,38.172154,-82.07017953
West Virginia,US,37.8299889,-81.93528571
West Virginia,US,39.50984542,-80.24244659
West Virginia,US,38.77071799,-82.02524219
West Virginia,US,37.38002939,-81.65083669
West Virginia,US,39.41561583,-78.94104895
West Virginia,US,37.73048351,-82.13338365
West Virginia,US,37.56274716,-80.54577965
West Virginia,US,39.55439028,-78.26311676
West Virginia,US,38.29617706,-80.79759588
West Virginia,US,40.0955451,-80.62203992
West Virginia,US,38.68314479,-79.35084086
West Virginia,US,39.37091679,-81.16771771
West Virginia,US,38.32758728,-80.00993811
West Virginia,US,39.46770987,-79.66712803
West Virginia,US,37.76936795,-81.2456041
West Virginia,US,38.769899,-79.87919615
West Virginia,US,39.18094587,-81.06356878
West Virginia,US,38.71622686,-81.35243568
West Virginia,US,37.65390597,-80.86009693
West Virginia,US,39.33602617,-80.0421439
West Virginia,US,39.46811972,-80.88772676
West Virginia,US,38.89285061,-80.23689136
West Virginia,US,38.14901357,-82.42287994
West Virginia,US,38.49370949,-80.4202023
West Virginia,US,39.6065771,-80.64016540000001
West Virginia,US,39.02775007,-81.37473928
West Virginia,US,39.20967886,-81.5162836
West Virginia,US,37.612327,-81.54511071
Wisconsin,US,43.96974651,-89.76782777
Wisconsin,US,46.31956891,-90.67837132
Wisconsin,US,45.42372701,-91.84833627
Wisconsin,US,44.37835084,-91.75332578
Wisconsin,US,45.86303537,-92.36711412
Wisconsin,US,44.73483377,-90.61207486
Wisconsin,US,43.23870316,-90.93073686
Wisconsin,US,43.41576662,-88.70928178
Wisconsin,US,44.95856458,-87.30002707
Wisconsin,US,45.84963535,-88.39804137
Wisconsin,US,45.66678019,-88.77084892
Wisconsin,US,42.8671731,-90.7063218
Wisconsin,US,43.80025981,-89.04679553
Wisconsin,US,43.00050278,-90.13469017
Wisconsin,US,46.26302338,-90.24295041
Wisconsin,US,44.31864893,-90.80566792
Wisconsin,US,43.92456975,-90.11120239
Wisconsin,US,44.51727459,-87.61468386
Wisconsin,US,42.66005229,-90.1317729
Wisconsin,US,45.26271619,-89.07483625
Wisconsin,US,45.33737523,-89.73411273
Wisconsin,US,44.11946801,-87.80928853
Wisconsin,US,45.38553432,-88.03324599999998
Wisconsin,US,43.81911946,-89.40073763
Wisconsin,US,45.00422544,-88.70950714
Wisconsin,US,43.94641218,-90.618819
Wisconsin,US,45.02715345,-88.26807503
Wisconsin,US,45.70677897,-89.51944105
Wisconsin,US,44.58307413,-91.99949611
Wisconsin,US,45.46130348,-92.44182875
Wisconsin,US,44.47558711,-89.50152965
Wisconsin,US,45.68051754,-90.3609888
Wisconsin,US,43.3762778,-90.43012729
Wisconsin,US,45.47498854,-91.1333012
Wisconsin,US,45.87931905,-91.14504927
Wisconsin,US,44.78902246,-88.76443896
Wisconsin,US,45.21179252,-90.5004405
Wisconsin,US,44.30360275,-91.35893614
Wisconsin,US,43.59422667,-90.8324691
Wisconsin,US,46.05467334,-89.51719204
Wisconsin,US,45.89838588,-91.79050449
Wisconsin,US,44.47068056,-88.96534501
Wisconsin,US,44.11324419,-89.24317107
Wyoming,US,41.65498705,-105.7235415
Wyoming,US,44.52405055,-107.9960365
Wyoming,US,42.97272268,-105.5081848
Wyoming,US,44.58855102,-104.5697705
Wyoming,US,42.08798185,-104.3534743
Wyoming,US,43.71930657,-108.4423174
Wyoming,US,44.04057166,-106.5845174
Wyoming,US,42.26376367,-110.6563997
Wyoming,US,43.05607708,-104.4758896
Wyoming,US,42.13299116,-104.966331
Wyoming,US,42.76558279,-109.9130922
Wyoming,US,41.65943896,-108.8827882
Wyoming,US,41.2878183,-110.54757820000002
Wyoming,US,43.90451606,-107.68018700000002
Wyoming,US,43.83961191,-104.5674881
American Samoa,US,-14.271,-170.132
Northern Mariana Islands,US,15.0979,145.6739
Grand Princess,Canada,0.0,0.0
Diamond Princess,Canada,0.0,0.0
Queensland,Australia,-27.4698,153.0251
Tasmania,Australia,-42.8821,147.3272
,Italy,41.87194,12.56738
,Spain,40.463667,-3.74922
,Germany,51.165691,10.451526
,Iran,32.427908,53.68804599999999
,France,46.2276,2.2137
,"Korea, South",35.90775700000001,127.766922
,United Kingdom,55.3781,-3.4360000000000004
,Belgium,50.8333,4.469936
,Sweden,60.128161,18.643501
,Malaysia,4.210483999999999,101.975766
,Japan,36.204824,138.252924
,Israel,31.046051,34.851612
Diamond Princess,Cruise Ship,0.0,0.0
,Finland,61.92411,25.748151
,Thailand,15.870032,100.992541
,Saudi Arabia,23.885942,45.079162
,India,20.593684,78.96288
,Philippines,12.879721,121.774017
,Russia,61.52401,105.318756
,Egypt,26.820553000000004,30.802498
,Iraq,33.223191,43.679291
,Kuwait,29.31166,47.481766
,United Arab Emirates,23.424076,53.847818
,Vietnam,14.058324,108.277199
,Sri Lanka,7.873054,80.77179699999998
,Tunisia,33.886917,9.537499
Guadeloupe,France,16.265,-61.551
,Oman,21.512583,55.92325500000001
Reunion,France,-21.1151,55.5364
,Uzbekistan,41.377491,64.585262
,Afghanistan,33.93911,67.709953
Martinique,France,14.6415,-61.0242
,Cuba,21.521757,-77.78116700000002
,Congo (Kinshasa),-4.322447,15.307045
,Mauritius,-20.348404,57.552152
,Montenegro,42.708678000000006,19.37439
,Guyana,4.860416000000002,-58.93018000000001
,Kyrgyzstan,41.20438,74.766098
,Tanzania,-6.369028,34.888822
Mayotte,France,-12.8275,45.166244
,Bahamas,25.025885,-78.035889
New Caledonia,France,-20.904305,165.618042
,Congo (Brazzaville),-4.2634,15.2832
,Liberia,6.4280550000000005,-9.429499
,Madagascar,-18.766947,46.869107
,Zambia,-13.133897,27.849332
,Zimbabwe,-19.015438,29.154857
,Nicaragua,12.865416,-85.207229
,Niger,17.607789,8.081666
,Dominica,15.415,-61.371
,Gambia,13.4432,-15.3101
,Grenada,12.1165,-61.679
Montserrat,United Kingdom,16.742498,-62.187366
,Mozambique,-18.665695,35.529562
,Papua New Guinea,-6.314993,143.95555
,Somalia,5.152149,46.199616
,Syria,34.802075,38.99681500000001
,Timor-Leste,-8.874217,125.727539
,Uganda,1.373333,32.290275
Washington,US,46.45197502,-117.5454032
Louisiana,US,30.295064899999996,-92.41419698
Washington,US,46.98299757,-118.56017340000001
Minnesota,US,46.60962049,-93.41168259999999
Wyoming,US,41.65498705,-105.72354150000001
California,US,38.59678594,-119.82235940000001
California,US,38.44583082,-120.65696000000001
Texas,US,32.30468633,-102.63765479999999
Nebraska,US,42.17695516,-98.06662829999999
Colorado,US,37.19474156,-107.04768670000001
Texas,US,34.96507426,-101.35748740000001
Arkansas,US,33.19153461,-91.76984709999999
Montana,US,45.13434354,-112.89846940000001
Washington,US,46.23946995,-119.51208340000001
Alabama,US,32.99642064,-87.12511459999996
Texas,US,32.74363984,-101.43165090000001
Nebraska,US,42.22079243,-103.08788340000001
Utah,US,41.52106798,-113.08328159999999
Nebraska,US,42.899727399999996,-98.76486568
Texas,US,29.81008251,-103.25203259999999
Virginia,US,36.616302399999995,-82.16359122
Montana,US,46.33277565,-111.49558130000001
Wisconsin,US,44.452655299999996,-88.00411844
North Dakota,US,48.79094471,-102.51821170000001
North Dakota,US,46.97847375,-100.46452140000001
Utah,US,41.72330587,-111.74436670000001
California,US,38.20537103,-120.55291299999999
Wyoming,US,44.24886082,-105.54744040000001
Idaho,US,43.61970148,-116.70954990000001
Utah,US,39.64834818,-110.58725120000001
Ohio,US,40.578968599999996,-81.09178213
Texas,US,35.40365929,-101.35426690000001
Montana,US,45.5197966,-104.53955359999999
Minnesota,US,44.82017001,-93.80099179999999
North Dakota,US,46.93201724,-97.24447190000001
Nebraska,US,42.598885100000004,-97.25311951
Nebraska,US,40.523719799999995,-101.69780259999999
Texas,US,31.837258000000002,-95.16559897
Washington,US,48.04754642,-123.92263190000001
Idaho,US,44.28496071,-112.35057040000001
Washington,US,45.77568046,-122.48292040000001
Texas,US,33.60425307,-102.82844990000001
Arizona,US,35.83883429,-111.77071780000001
Texas,US,34.96489496,-100.27001109999999
Texas,US,29.622097999999998,-96.5273805
Oregon,US,45.94464254,-123.08908980000001
Texas,US,34.07783319,-100.27850620000001
Alabama,US,31.247785399999998,-86.45050893
Wyoming,US,44.58855102,-104.56977049999999
Texas,US,33.61431553,-101.30003640000001
New Mexico,US,34.57421077,-103.34688759999999
Oregon,US,42.45911325,-124.15728200000001
South Dakota,US,43.67741105,-103.45345209999999
Utah,US,40.88798265,-109.51210929999999
Texas,US,36.27787176,-102.60207249999999
Missouri,US,37.681135499999996,-93.02127031
Texas,US,32.76670599,-96.77796049999999
Nebraska,US,40.87028216,-99.82014609999999
Texas,US,32.74255572,-101.94772420000001
Texas,US,29.08101855,-97.35681170000001
Kansas,US,39.78468441,-100.45940809999999
California,US,41.74228275,-123.89740630000001
Colorado,US,38.86246243,-107.86313419999999
Colorado,US,39.76018276,-104.87256950000001
Nebraska,US,41.11168186,-102.33333309999999
North Dakota,US,46.11017712,-98.50490079999999
North Dakota,US,48.814938700000006,-103.48736109999999
Nevada,US,38.912862,-119.61713329999999
Oregon,US,43.27941273,-123.16729099999999
Washington,US,47.7361335,-119.69293700000001
New Mexico,US,32.35275771,-106.83293870000001
Utah,US,40.29772254,-110.42523700000001
North Dakota,US,47.35423935,-102.61604679999999
Texas,US,31.86898877,-102.54294279999999
Texas,US,31.76980765,-106.23632749999999
Colorado,US,39.28656773,-104.13587209999999
Oklahoma,US,36.218019399999996,-99.75324573
Utah,US,38.99617072,-110.70139579999999
Nevada,US,37.78436681,-117.63199990000001
Nevada,US,39.98100864,-116.26832040000001
Montana,US,46.33478338,-104.41835649999999
Iowa,US,42.86271799,-91.84412309999999
Kansas,US,38.04340344,-100.73819379999999
Texas,US,32.74281316,-100.40193020000001
Montana,US,48.29575866,-114.05205690000001
North Dakota,US,47.457108399999996,-98.88279923
Idaho,US,42.18332217,-111.81496659999999
Colorado,US,38.47362326,-105.43996670000001
Idaho,US,44.22800938,-111.48099429999999
Washington,US,46.43197502,-117.54540320000001
Kentucky,US,37.638866799999995,-84.53289319
Oregon,US,45.37160076,-120.20488689999999
Montana,US,46.3816474,-109.17685220000001
Minnesota,US,44.40849741,-92.72341949999999
Idaho,US,42.96927962,-114.81083059999999
Colorado,US,40.10603347,-106.11780420000001
Vermont,US,44.797582399999996,-73.29679772
North Dakota,US,46.35821257,-101.63900129999999
Oklahoma,US,36.796296999999996,-97.78638765
Oklahoma,US,34.93535801,-99.56056120000001
Texas,US,34.07044901,-101.82681140000001
Texas,US,34.5307555,-100.68138520000001
New Mexico,US,35.85751555,-103.82209379999999
Oregon,US,43.06422669,-118.96663059999999
Kansas,US,37.562039399999996,-100.8710738
Ohio,US,41.333964200000004,-84.06830637
Nebraska,US,40.17609175,-101.04164770000001
Missouri,US,40.09799248,-95.21638879999999
Wyoming,US,43.71930657,-108.44231740000001
Nevada,US,41.40692186,-118.11094270000001
California,US,33.0393082,-115.36690420000001
Utah,US,37.85903620000001,-113.28973810000001
Florida,US,30.795459700000002,-85.21500423
Oregon,US,42.43201126,-122.72893090000001
Mississippi,US,31.56884708,-89.82670990000004
Texas,US,27.04453923,-98.69681870000001
Wyoming,US,44.04057166,-106.58451740000001
Utah,US,39.70208397,-112.78092450000001
Montana,US,47.04581276,-110.26606880000001
Utah,US,37.28507306,-111.88617520000001
Missouri,US,39.0997,-94.5786
Kansas,US,38.00017981,-101.32168100000001
Nebraska,US,41.19930341,-101.66201640000001
California,US,35.34329425,-118.72777959999999
New York,US,40.636182500000004,-73.94935552
Texas,US,29.34967888,-100.41866379999999
Colorado,US,39.30497777,-102.60221990000001
Washington,US,47.12521214,-120.67943899999999
Texas,US,33.60519951,-99.74229059999999
Arizona,US,33.72854224,-113.98100290000001
California,US,39.10124298,-122.75362439999999
Colorado,US,39.20278823,-106.35556969999999
Oregon,US,42.79246693,-120.38501629999999
Texas,US,34.06859623,-102.35162890000001
Nevada,US,39.933223299999995,-117.03970749999999
Kansas,US,38.48119447,-100.46607540000001
Georgia,US,31.03828570000001,-83.06472457
Colorado,US,37.3153406,-104.03764579999999
Idaho,US,46.81587887,-116.71136979999999
South Dakota,US,44.35919441,-103.79294279999999
New York,US,43.784415700000004,-75.44903992
Washington,US,46.57756476,-122.39257690000001
Montana,US,47.12610041,-112.39469799999999
Montana,US,48.56084317,-111.02430700000001
Colorado,US,38.98749519,-103.51366490000001
Louisiana,US,32.6003154,-92.66597409999999
Nebraska,US,41.04658298,-100.74753740000001
Oregon,US,44.64252874,-123.86991200000001
South Dakota,US,43.27841182,-96.72039050000001
Washington,US,47.57705241,-118.41943880000001
Oregon,US,44.48899494,-122.53731540000001
Texas,US,36.27783108,-100.27331509999999
New Mexico,US,35.86631386,-106.31349850000001
California,US,34.30828379,-118.22824109999999
Texas,US,33.61008596,-101.82047890000001
Nevada,US,39.01777974,-119.18704790000001
Missouri,US,37.47865134,-90.34671429999999
Oregon,US,43.1937027,-117.62273950000001
Arizona,US,33.34835867,-112.49181540000001
California,US,38.07122463,-122.72106310000001
Kansas,US,38.35855394,-97.09852509999999
Oregon,US,44.90287942,-122.58151170000001
Texas,US,32.79868409,-94.35661230000001
Iowa,US,42.03586837,-92.99908190000001
Tennessee,US,35.618741299999996,-87.07462444
Montana,US,47.64469406,-105.79449939999999
Nebraska,US,41.56797682,-101.05993620000001
Kansas,US,37.23859987,-100.36483100000001
South Dakota,US,44.56676791,-102.71627409999999
Texas,US,29.355730100000002,-99.11030298
Texas,US,30.88990665,-99.82047940000001
California,US,39.4381191,-123.39113130000001
California,US,37.18922369,-120.72090349999999
Missouri,US,40.42212303,-93.56829590000001
Texas,US,31.86904128,-102.03156820000001
Texas,US,30.78581830000001,-96.97718698
Colorado,US,37.66954283,-106.92816979999999
Montana,US,47.15283992,-115.00152390000001
Wisconsin,US,43.94641218,-90.61881899999999
California,US,36.21862405,-121.24133970000001
Colorado,US,37.33859579,-108.59588570000001
Texas,US,34.07408766,-100.77972199999999
Iowa,US,41.48370744,-91.11216970000001
California,US,38.50735751,-122.33283899999999
Wyoming,US,42.96180148,-106.79788500000001
California,US,39.30394768,-120.76272809999999
Connecticut,US,41.408032500000004,-72.93620426
Michigan,US,43.554373999999996,-85.80070107
Idaho,US,46.32638236,-116.75009750000001
Wyoming,US,43.05607708,-104.47588959999999
Nevada,US,38.04264256,-116.47227020000001
South Dakota,US,43.33749164,-102.55554980000001
Indiana,US,38.955304999999996,-84.96515993
Washington,US,48.54855019,-119.73872240000001
Michigan,US,0.0,0.0
Tennessee,US,0.0,0.0
Utah,US,0.0,0.0
Idaho,US,42.58016894,-116.16938710000001
Colorado,US,39.120926000000004,-105.7182065
Wyoming,US,44.52157546,-109.58528249999999
Texas,US,34.52993409,-102.78446679999999
Virginia,US,36.680163799999995,-80.2865648
Oklahoma,US,36.31743373,-96.70331759999999
Texas,US,30.78097267,-102.72412609999999
South Dakota,US,45.49049506,-102.47555859999999
Arkansas,US,34.945915299999996,-92.94372564
Montana,US,47.118246299999996,-108.2508876
Washington,US,47.03892768,-122.14059579999999
Oklahoma,US,34.92065823,-95.75134320000001
California,US,39.06167234,-120.72405690000001
Wyoming,US,42.13299116,-104.96633100000001
Missouri,US,37.616229600000004,-93.39828174
Texas,US,30.79472531,-94.82766240000001
Montana,US,48.22773388,-112.22527029999999
Montana,US,46.85538891,-112.93591640000001
Texas,US,29.99954402,-104.24080790000001
Wisconsin,US,45.68051754,-90.36098879999999
New Mexico,US,35.10403332,-103.54817270000001
Missouri,US,39.44007257,-92.49713740000001
Kansas,US,39.78525843,-101.07616170000001
Missouri,US,39.353746799999996,-93.98905745
Texas,US,31.36607041,-101.52326590000001
Texas,US,31.32323325,-103.69038959999999
Texas,US,28.323897600000002,-97.15766311
New Mexico,US,36.51072137,-106.69316740000001
Montana,US,48.29607488,-105.00792679999999
California,US,38.45106826,-121.34253740000001
Colorado,US,38.08054629,-106.28246599999999
Utah,US,40.66616532,-111.92160109999999
California,US,33.03484597,-116.73653259999999
California,US,37.75215114,-122.43856720000001
New Mexico,US,36.50838318,-108.32043700000001
California,US,37.422880799999994,-122.32755459999998
South Dakota,US,44.02351092,-98.09098159999999
New Mexico,US,35.68862401,-106.86878030000001
Florida,US,30.69341450000001,-87.02458128
Nebraska,US,41.227810299999994,-96.63773905
Illinois,US,40.157179799999994,-90.61114163
Illinois,US,39.642916899999996,-90.47814431
Kansas,US,38.48222076,-100.90665390000001
Nebraska,US,41.85070896,-103.70809859999999
Texas,US,32.74613808,-100.91626640000001
Kansas,US,37.19324632,-100.85072009999999
Mississippi,US,32.88149103,-90.81595379999999
Kansas,US,39.04100763,-95.75572640000001
Kansas,US,39.35018161,-100.44182590000001
Montana,US,48.72085833,-104.50382900000001
Kansas,US,39.35147699,-101.71976240000001
Idaho,US,47.35364087,-115.89167490000001
Iowa,US,43.08221074,-96.17675679999999
North Dakota,US,46.11323337,-101.04401490000001
California,US,41.59198861,-122.54074340000001
Alaska,US,59.56149996,-135.33377480000001
Washington,US,46.02408726,-121.91644029999999
Texas,US,32.37474036,-95.27175679999999
California,US,38.52746429,-122.88625060000001
Minnesota,US,47.604840700000004,-92.46879855
Kansas,US,37.56304714,-101.78435340000001
North Dakota,US,46.80851182,-102.65763259999999
Texas,US,31.82781912,-101.05007459999999
Texas,US,33.17906744,-100.25384009999999
New Hampshire,US,43.291833000000004,-71.02336013
Wyoming,US,42.76558279,-109.91309220000001
Massachusetts,US,42.327951399999996,-71.07850442
Texas,US,34.53028891,-101.73491740000001
New Mexico,US,36.58006022,-105.63101979999999
California,US,40.12570935,-122.23701709999999
Colorado,US,38.88133511,-105.16148929999999
Montana,US,47.83741052,-112.24106880000001
Washington,US,46.9291895,-122.82906559999999
South Dakota,US,43.19338568,-100.71955030000001
Texas,US,31.40464436,-100.46244300000001
Utah,US,40.44862644,-113.12957150000001
Montana,US,48.65577551,-111.69424140000001
Texas,US,30.33432034,-97.78535620000001
Montana,US,46.20973220000001,-107.26665159999999
California,US,38.02644018,-119.95250929999999
Indiana,US,0.0,0.0
Minnesota,US,0.0,0.0
Missouri,US,0.0,0.0
New Hampshire,US,0.0,0.0
Vermont,US,0.0,0.0
Utah,US,40.116672200000004,-111.66576620000001
California,US,34.44465746,-119.09106129999999
Kansas,US,38.91686134,-101.76388759999999
South Dakota,US,45.43019636,-100.03075140000001
